"sentence"	"wordid"
"Duke Ellington's infrequently played ""Melancholia"" is simply breathtaking, as Barron's <consummate> voicings blend beautifully with Rouse's bittersweet sax""."	"consummate_adj"
"After their marriage, Jodhaa acts reluctant with Akbar and they do not <consummate> their marriage."	"consummate_vrb"
"Bobby and Vicki leave to <consummate> their marriage."	"consummate_vrb"
"Frances Gray acknowledges a common criticism of the play: why do the characters not <consummate> the affair?"	"consummate_vrb"
"The pit fiend engages the five and manages to kill the <consummate> survivor Jarlaxle in one blow."	"consummate_adj"
"Sarah Berry 'Sally' Seidman remember as '<consummate> mom,' instrumental in bringing 'La Grande Vitesse' to Grand Rapids."	"consummate_adj"
"The last was somewhat confused in effect, but in recognition of its <consummate> rendering the State purchased it."	"consummate_adj"
"Take Two: How Hillary Clinton turned herself into the <consummate> Washington player."	"consummate_adj"
"Riefenstahl was a <consummate> stylist obsessed with bodies in motion, particularly those of dancers and athletes."	"consummate_adj"
"The unique trait of the Fuan is the <consummate> combination of the single-arch bridge and the bridge towers."	"consummate_adj"
"His 1991 novel, The Member-Guest, has been described as ""the <consummate> golf novel"" (Falco)."	"consummate_adj"
"David and Josephine start a relationship and it climaxes when she and David <consummate> their love and David proposes."	"consummate_vrb"
"In this approach, the Four Noble Truths are the <consummate> teaching."	"consummate_adj"
"Privately handfasting, Alec and Abby <consummate> their new marriage by sharing a hallucinogenic tuber."	"consummate_vrb"
"The novel centers around the protagonist and narrator, Rachel White, a thirty-year-old single woman who is a <consummate> good-girl."	"consummate_adj"
"Grey and Stephan von Namtzen finally <consummate> their long-simmering attraction."	"consummate_vrb"
"For this very reason, the probability that the merger will <consummate> increases as arbitrageur control increases."	"consummate_vrb"
"This unexpected attack, conducted from first to last with <consummate> ability and lightning-like rapidity, had a paralysing effect upon Denmark."	"consummate_adj"
"An internationally known sculptor and <consummate> academician, he taught drawing and sculpture for 3 years."	"consummate_adj"
"On December 10, 2009, CIT satisfied all of the conditions required to <consummate> the prepackaged Plan of Reorganization (the ""Plan"")."	"consummate_vrb"
"In this context it means ""of a degree highest of its kind"" or ""<consummate>"" (cf."	"consummate_adj"
"Lisbeth and Jacques <consummate> their relationship, but soon afterwards she returns to Alsace, leaving him devastated."	"consummate_vrb"
"His quickness and penetration would have made him a <consummate> man of business but for his selfsufficiency and impatience."	"consummate_adj"
"They often use this technology to adapt to alien environments and infiltrate alien cultures; Rutans are <consummate> spies."	"consummate_adj"
"Piper and Tyler reconcile at Brad and Lauren's wedding, and finally <consummate> their relationship."	"consummate_vrb"
"After had a <consummate> legal practice Pundit Gopabandhu Das decided to quit the profession for social work and mass education."	"consummate_adj"
"He has done so with <consummate> skill and outstanding personal leadership and under direct enemy fire."	"consummate_adj"
"They finally <consummate> their relationship in September 1963."	"consummate_vrb"
"Charles's mask was ""sharp"", but Legrand's art, wrote Gautier, was ""more <consummate>, more extensive, more varied."""	"consummate_adj"
"He described it as ""a <consummate> work of art, fit to stand on a par with our loftiest creations""."	"consummate_adj"
"The arm finds her and they <consummate> their love with a deep kiss."	"consummate_vrb"
"While deeply in love, even the attempt to <consummate> their affection drives both Stanley and Margaret into emotional agony."	"consummate_vrb"
"Tatsu Aoki is a prolific artist, composer, musician, educator and a <consummate> bassist and Shamisen Lute player."	"consummate_adj"
"In grief, Nalan decides to <consummate> her romance with Yang, and eventually becomes pregnant with Yang's child."	"consummate_vrb"
"Drago is carefully fitted and trained to be the <consummate> fighter."	"consummate_adj"
"To <consummate> this union, Dagda sent Elcmar to High King Bres on an errand around the time of Imbolc."	"consummate_vrb"
"He is also quoted later as saying Schilling was ""the <consummate> table for one."""	"consummate_adj"
"With <consummate> seamanship and coolness under fire, Ramage dodged and twisted, returning torpedo fire for gunfire."	"consummate_adj"
"She suspects deceit and refuses to <consummate> the marriage."	"consummate_vrb"
"He decides that the solution is to force Emma to <consummate> their marriage."	"consummate_vrb"
"Nevertheless, the <consummate> statesman, Richelieu, decided to force Philip IV to look to his own internal problems."	"consummate_adj"
"To complement the monitored video chat, Omegle also has an ""unmonitored"" video chat that is not monitored for sexual <content>."	"content_nou"
"Many critics viewed the song as single material and commended the production, but criticized the composition and lyrical <content>."	"content_nou"
"Christmas beer is another type of winter warmer, similarly strong in alcohol <content> and usually spiced."	"content_nou"
"The Swamiji blessed him and the devotee returned with <content> and happiness."	"content_adj-nou-vrb"
"The <Content> Security Policy HTTP Header lets web sites tell web browsers which domain scripts may be included from."	"content_nou"
"Following its release, Dishonored was supplemented with additional <content> focusing on the assassin Daud and his quest for redemption."	"content_nou"
"He contributed <content> for the American Organist and the Woman's Home Companion."	"content_nou"
"Per 100-gram serving, coconut water contains 19 calories and no significant <content> of essential nutrients."	"content_nou"
"The main flavour ingredients are coffee beans, Jamaican rum, vanilla, and sugar, blended to an alcoholic <content> of 26.5%."	"content_nou"
"It is published three times each year, and <content> is published on its website several times each week."	"content_nou"
"Kumi Kumi is known for its exceptional alcohol <content>."	"content_nou"
"M. Balamuralikrishna was the original choice for the male playback singer, due to the heavy classical <content> of the compositions."	"content_nou"
"The channel was created as a result of YouTube's original <content> partner scheme."	"content_nou"
"<Content> from the United States diplomatic cables leak has depicted Sub-Saharan Africa and related subjects extensively."	"content_nou"
"All BBC websites are required to link to WebWise when using <content> which requires a plug-in."	"content_nou"
"There are 3 distribution strategies for successful <content> marketing, each with tradeoffs in customization, reach, and time commitment."	"content_nou"
"Most of the <content> of the AJR was from outside contributors (freelancers)."	"content_nou"
"The Century brand with a high speech <content> ratio became successful, with other stations subsequently launched in Nottingham and Salford."	"content_nou"
"SET India and Sony SAB airs original <content> catering audiences of urban male and family audiences respectively."	"content_nou"
"LiveLeak currently has multiple categories including Syria and Ukraine, in which graphic <content> regarding various conflicts can be viewed."	"content_nou"
"CAM is a product of the OASIS <Content> Assembly Technical Committee."	"content_nou"
"There is a policy to move to digital <content> where there is choice."	"content_nou"
"US Census Bureau Webdesign: SSD, Laura K Yax, <Content>: DSSD, Phil Gbur, POP, Jason Devine."	"content_nou"
"The lyrical <content> of crust punk tends to be bleak and nihilistic, yet politically engaged."	"content_nou"
"Forms of <content>, also known as material forms, include the assemblage of human and nonhuman bodies, actions, and reactions."	"content_nou"
"Novelists come from a variety of backgrounds and social classes, and frequently this shapes the <content> of their works."	"content_nou"
"These orbitals have a higher energy <content> then the sp-orbital."	"content_nou"
"When complete, the liquid has an alcohol <content> of 5 to 7% by volume, and is now known as wash."	"content_nou"
"<Content> rights and delivery is provided by document delivery vendor, Reprints Desk."	"content_nou"
"It generally provides viewers from the region with free streaming of premium Arabic <content>."	"content_nou"
"This is due to numerous proxies representing different atmospheric carbon dioxide <content>."	"content_nou"
"Another license released a year later, also by the Open <Content> Project, is called the Open Publication License."	"content_nou"
